,Date,Date,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
323,"Jun 11, 2017",2017-06-11,,2909.9,52.3,163.1,320.0,19.6,,31.1,55.5,0.2,1.6,,,11.6,0.3,8.1,6.2
324,"Jun 12, 2017",2017-06-12,,2855.2,50.9,170.3,359.9,20.5,,31.1,53.7,0.2,1.6,,,11.4,0.3,7.8,5.8
325,"Jun 13, 2017",2017-06-13,,2778.3,49.8,181.0,379.9,20.9,0.0,31.1,53.5,0.2,1.7,,,11.7,0.3,8.5,5.8
326,"Jun 14, 2017",2017-06-14,,2627.7,48.1,172.7,386.0,20.0,0.0,30.1,49.4,0.2,1.7,,,11.7,0.3,8.3,5.4
327,"Jun 15, 2017",2017-06-15,,2562.7,49.3,170.2,372.8,19.3,0.5,30.4,48.0,0.2,1.8,,,11.8,0.3,8.5,5.4
328,"Jun 16, 2017",2017-06-16,,2496.5,49.3,164.3,363.7,18.5,0.4,32.0,46.8,0.2,2.1,,,11.4,0.3,8.0,5.2
329,"Jun 17, 2017",2017-06-17,,2546.3,50.4,169.2,370.5,20.0,0.4,37.9,48.2,0.2,2.8,,,11.2,0.3,7.9,5.2
330,"Jun 18, 2017",2017-06-18,,2574.2,51.0,179.3,373.7,21.2,0.4,43.1,49.4,0.2,3.9,,,11.0,0.3,7.8,5.1
331,"Jun 19, 2017",2017-06-19,,2597.9,51.1,191.0,373.6,22.8,0.4,48.0,49.7,0.2,6.9,,,10.8,0.3,7.6,5.1
332,"Jun 20, 2017",2017-06-20,,2619.9,51.6,194.2,366.8,22.2,0.4,47.9,48.9,0.2,8.3,,,10.9,0.3,7.4,5.1
333,"Jun 21, 2017",2017-06-21,,2666.8,51.7,189.3,355.3,21.8,0.4,48.4,47.9,0.2,10.0,,,11.3,0.3,7.2,5.0
334,"Jun 22, 2017",2017-06-22,,2705.4,52.0,181.3,344.1,21.1,0.4,47.6,47.3,0.2,8.4,,,11.8,0.3,7.0,5.0
335,"Jun 23, 2017",2017-06-23,,2713.1,53.1,181.7,338.3,20.9,0.4,47.6,48.4,0.2,8.0,0.0,,13.6,0.3,7.5,5.0
336,"Jun 24, 2017",2017-06-24,,2686.3,53.6,183.0,333.9,20.8,0.5,46.5,48.9,0.2,6.7,0.0,,15.1,0.3,7.7,5.0
337,"Jun 25, 2017",2017-06-25,,2647.7,53.2,181.6,322.9,21.0,0.5,45.2,48.4,0.2,6.4,78.0,,16.1,0.3,7.7,4.9
338,"Jun 26, 2017",2017-06-26,,2558.9,50.8,172.8,299.9,20.4,0.5,43.2,45.8,0.2,5.9,82.8,,14.6,0.3,7.0,4.4
339,"Jun 27, 2017",2017-06-27,,2540.1,50.0,170.6,289.7,20.0,0.4,41.9,44.3,0.2,6.1,66.5,,14.0,0.3,6.7,4.2
340,"Jun 28, 2017",2017-06-28,,2535.2,50.3,174.3,297.9,19.5,0.4,41.5,44.8,0.2,6.9,55.3,,13.6,0.3,6.7,4.1
341,"Jun 29, 2017",2017-06-29,,2555.5,51.5,179.1,308.0,19.1,0.4,41.5,45.3,0.2,8.3,49.7,,13.6,0.3,6.7,4.1
342,"Jun 30, 2017",2017-06-30,,2531.7,51.8,181.0,308.6,19.1,0.4,41.4,45.4,0.2,9.0,43.4,,12.8,0.3,6.6,3.9
343,"Jul 01, 2017",2017-07-01,,2484.9,51.1,174.9,290.8,18.5,0.4,40.1,43.2,0.2,8.8,40.8,,11.6,0.3,6.1,3.7
344,"Jul 02, 2017",2017-07-02,,2474.0,51.2,173.7,285.8,18.2,0.4,40.3,42.5,0.2,8.3,40.8,,10.6,0.3,5.9,3.6
345,"Jul 03, 2017",2017-07-03,,2501.7,51.8,173.3,281.8,17.9,0.4,42.3,42.5,0.2,8.1,43.3,,9.7,0.3,5.8,3.7
346,"Jul 04, 2017",2017-07-04,,2557.4,53.6,179.1,281.4,17.9,0.4,47.8,44.0,0.2,8.0,41.3,,9.3,0.3,6.0,3.9
347,"Jul 05, 2017",2017-07-05,,2589.2,55.3,191.1,275.0,17.9,0.4,51.6,44.9,0.2,8.0,40.0,,8.9,0.3,6.1,4.2
348,"Jul 06, 2017",2017-07-06,,2604.1,57.2,201.9,270.9,17.9,0.4,53.2,47.1,0.2,7.9,38.1,,8.8,0.3,6.2,4.4
349,"Jul 07, 2017",2017-07-07,,2576.4,57.6,206.4,261.8,17.5,0.3,50.3,46.7,0.2,7.5,34.7,,8.0,0.3,5.7,4.2
350,"Jul 08, 2017",2017-07-08,,2566.2,58.6,206.3,256.1,17.2,0.3,49.9,46.8,0.2,7.4,30.9,,7.5,0.2,5.4,4.0
351,"Jul 09, 2017",2017-07-09,,2536.1,58.6,200.4,246.6,16.7,0.3,49.4,45.1,0.2,7.0,28.4,,6.7,0.2,4.7,3.8
352,"Jul 10, 2017",2017-07-10,,2487.4,57.7,193.1,236.4,16.2,0.3,49.4,43.7,0.1,6.8,26.6,,6.2,0.2,4.1,3.5
353,"Jul 11, 2017",2017-07-11,,2409.6,56.0,178.6,218.3,15.5,0.2,47.2,40.7,0.1,6.1,24.4,,5.5,0.2,3.4,3.1
354,"Jul 12, 2017",2017-07-12,,2369.7,55.8,173.3,214.5,16.7,0.2,46.9,39.2,0.1,6.0,25.2,,5.3,0.2,3.5,2.8
355,"Jul 13, 2017",2017-07-13,,2364.8,57.0,172.3,212.6,17.7,0.2,46.8,38.6,0.1,6.1,26.1,,5.2,0.2,3.7,2.8
356,"Jul 14, 2017",2017-07-14,,2330.0,57.1,170.7,213.4,18.6,0.2,46.0,38.0,0.1,6.2,26.9,0.0,5.1,0.2,3.8,2.8
357,"Jul 15, 2017",2017-07-15,,2196.7,52.6,157.5,193.4,16.9,0.2,42.7,35.3,0.1,5.6,23.0,0.0,4.5,0.2,3.4,2.5
358,"Jul 16, 2017",2017-07-16,,2054.0,49.4,144.6,175.9,15.5,0.2,40.9,32.3,0.1,5.2,19.9,0.5,4.1,0.2,3.1,2.1
359,"Jul 17, 2017",2017-07-17,,2052.4,49.4,142.2,173.8,14.8,0.2,40.8,32.1,0.1,5.3,19.7,0.5,4.1,0.2,3.3,2.2
360,"Jul 18, 2017",2017-07-18,,2159.0,53.9,148.2,195.1,15.4,0.2,42.6,33.5,0.1,5.6,21.8,0.6,4.5,0.2,3.6,2.4
361,"Jul 19, 2017",2017-07-19,,2273.6,56.8,155.9,209.2,15.6,0.3,42.6,35.4,0.1,5.9,25.4,0.6,5.1,0.2,4.0,2.7
362,"Jul 20, 2017",2017-07-20,,2470.0,61.6,167.4,220.5,15.8,0.3,43.4,37.2,0.1,6.4,29.7,0.7,6.1,0.2,4.5,2.9
363,"Jul 21, 2017",2017-07-21,,2586.3,64.5,176.7,215.1,15.7,0.3,43.9,38.6,0.1,6.8,32.6,0.7,7.0,0.2,5.2,3.0
364,"Jul 22, 2017",2017-07-22,,2765.2,68.1,189.9,225.0,16.2,0.3,45.8,41.8,0.2,7.8,35.4,0.8,7.6,0.2,6.1,3.5
