,Date,Date,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
108,"Nov 08, 2017",2017-11-08,613.8,7208.9,272.2,295.1,300.9,14.1,0.4,59.7,105.3,0.2,27.7,10.9,6.8,11.2,0.2,3.2,3.9
109,"Nov 09, 2017",2017-11-09,631.0,7249.2,276.8,311.9,308.2,14.0,0.5,62.7,111.3,0.2,29.6,11.3,7.4,11.7,0.2,3.4,4.4
110,"Nov 10, 2017",2017-11-10,761.4,7073.8,270.9,324.0,309.7,14.3,0.5,62.0,113.2,0.2,30.2,11.3,7.6,11.7,0.2,3.5,4.6
111,"Nov 11, 2017",2017-11-11,1000.7,6706.4,256.2,333.9,311.6,16.1,0.6,61.9,115.3,0.2,29.5,11.2,7.4,11.6,0.2,3.4,4.4
112,"Nov 12, 2017",2017-11-12,1245.6,6308.6,237.7,403.9,307.3,16.4,0.6,60.2,116.4,0.2,27.9,10.3,7.0,11.4,0.2,3.1,4.0
113,"Nov 13, 2017",2017-11-13,1361.1,6289.1,237.2,436.5,313.1,16.9,0.6,60.9,122.3,0.2,28.0,10.4,7.2,11.4,0.2,3.1,4.1
114,"Nov 14, 2017",2017-11-14,1338.8,6381.8,241.8,463.7,320.8,16.4,0.6,61.0,123.2,0.2,28.4,10.6,7.3,11.4,0.2,3.2,4.4
115,"Nov 15, 2017",2017-11-15,1280.0,6836.9,260.1,426.4,329.2,17.2,0.7,62.6,122.4,0.2,29.2,11.5,7.7,11.6,0.2,3.5,4.8
116,"Nov 16, 2017",2017-11-16,1128.9,7274.3,277.2,423.4,334.0,17.4,0.7,65.9,121.3,0.2,29.3,11.6,7.6,12.1,0.2,3.6,4.9
117,"Nov 17, 2017",2017-11-17,1099.6,7632.1,291.1,422.5,332.2,17.2,0.8,67.5,122.8,0.2,32.8,11.4,7.5,12.7,0.2,3.5,4.9
118,"Nov 18, 2017",2017-11-18,1113.6,7790.3,298.3,432.6,337.0,17.3,0.8,69.4,125.9,0.2,37.3,11.0,7.6,13.4,0.2,3.4,4.9
119,"Nov 19, 2017",2017-11-19,1204.0,7845.2,294.9,440.7,344.8,17.6,0.8,69.6,129.0,0.2,41.0,11.1,7.8,13.8,0.2,3.4,5.1
120,"Nov 20, 2017",2017-11-20,1220.9,8009.1,294.7,461.2,356.2,18.0,0.9,71.2,132.0,0.2,39.4,11.3,7.9,14.3,0.2,3.5,5.2
121,"Nov 21, 2017",2017-11-21,1195.0,8102.8,294.4,474.4,360.5,18.0,0.9,71.3,135.7,0.2,36.6,11.6,7.8,14.3,0.2,3.5,5.2
122,"Nov 22, 2017",2017-11-22,1238.8,8175.2,296.6,519.9,369.3,18.1,0.9,71.4,147.8,0.2,35.3,11.9,7.9,14.4,0.2,3.6,5.2
123,"Nov 23, 2017",2017-11-23,1388.0,8121.2,294.4,546.6,383.7,18.0,0.9,71.7,155.4,0.2,35.0,12.4,7.8,14.1,0.2,3.7,5.2
124,"Nov 24, 2017",2017-11-24,1545.2,8182.0,295.4,570.7,421.9,19.2,0.8,74.4,161.5,0.2,35.2,12.9,7.8,14.2,0.2,4.0,5.2
125,"Nov 25, 2017",2017-11-25,1634.5,8361.1,297.2,592.3,450.5,20.5,0.8,80.0,162.4,0.2,35.9,13.7,8.0,14.3,0.2,4.3,5.3
126,"Nov 26, 2017",2017-11-26,1651.8,8791.7,300.6,610.6,470.8,21.8,0.8,84.2,163.9,0.2,37.1,14.7,8.3,14.6,0.2,4.5,5.4
127,"Nov 27, 2017",2017-11-27,1643.2,9313.3,301.7,632.5,472.7,23.2,0.9,88.8,168.4,0.2,38.9,15.5,8.9,14.7,0.3,4.9,5.6
128,"Nov 28, 2017",2017-11-28,1634.8,9735.9,295.4,626.8,474.9,27.3,1.1,91.2,180.0,0.2,38.9,15.6,9.1,15.0,0.3,5.5,5.8
129,"Nov 29, 2017",2017-11-29,1509.5,9921.9,285.3,645.4,460.3,28.4,1.3,91.1,181.6,0.2,36.8,16.5,8.9,14.2,0.3,5.6,5.6
130,"Nov 30, 2017",2017-11-30,1431.9,10060.3,280.3,696.9,449.2,29.2,1.4,90.0,183.8,0.2,34.4,20.9,8.5,13.6,0.3,5.6,5.3
131,"Dec 01, 2017",2017-12-01,1404.1,10365.9,292.5,753.9,447.1,28.3,1.3,91.0,179.7,0.2,33.7,26.2,8.3,12.9,0.2,5.3,5.3
132,"Dec 02, 2017",2017-12-02,1429.1,10761.3,309.1,787.6,459.0,30.1,1.4,95.9,191.4,0.2,34.6,29.3,8.8,13.0,0.3,5.6,5.6
133,"Dec 03, 2017",2017-12-03,1485.9,11124.5,318.0,781.6,465.3,30.8,1.6,100.2,198.0,0.3,35.8,28.6,9.2,13.1,0.3,5.9,6.0
134,"Dec 04, 2017",2017-12-04,1523.9,11351.7,320.6,773.8,466.5,30.6,2.0,101.9,204.4,0.3,38.0,27.5,9.7,13.3,0.3,6.5,6.3
135,"Dec 05, 2017",2017-12-05,1546.2,11632.4,324.8,766.4,466.4,30.4,2.8,102.6,226.6,0.3,39.2,26.8,10.0,13.3,0.3,7.0,6.8
136,"Dec 06, 2017",2017-12-06,1503.0,12621.8,343.9,743.5,454.0,29.5,3.7,102.3,252.8,0.3,38.7,25.0,9.7,12.9,0.2,7.5,7.5
137,"Dec 07, 2017",2017-12-07,1421.0,14702.6,382.7,718.1,442.1,28.4,4.1,100.3,276.3,0.3,36.3,22.6,8.9,12.5,0.2,8.0,8.1
138,"Dec 08, 2017",2017-12-08,1408.4,16253.5,408.7,708.2,439.7,28.2,4.5,107.8,278.8,0.4,35.4,21.0,8.3,12.4,0.2,8.5,8.5
139,"Dec 09, 2017",2017-12-09,1401.7,16549.1,410.1,716.1,454.6,28.7,4.6,126.1,273.4,0.4,35.6,21.9,8.3,12.5,0.2,9.0,8.5
140,"Dec 10, 2017",2017-12-10,1399.1,15734.3,385.7,713.0,457.1,28.5,4.6,142.9,261.5,0.5,35.1,22.3,8.3,12.0,0.2,9.1,9.0
141,"Dec 11, 2017",2017-12-11,1385.5,15856.8,375.7,725.9,476.8,27.7,4.4,172.7,262.5,0.4,35.0,23.1,8.5,12.2,0.2,9.7,9.9
142,"Dec 12, 2017",2017-12-12,1453.8,16602.5,380.5,795.4,536.1,28.2,4.4,226.3,277.7,0.5,36.5,23.1,9.1,13.1,0.3,10.0,11.9
143,"Dec 13, 2017",2017-12-13,1548.7,16920.1,377.9,861.4,623.1,29.2,4.4,277.7,297.8,0.5,40.4,23.3,10.0,15.2,0.4,10.1,13.2
144,"Dec 14, 2017",2017-12-14,1729.6,16795.9,375.8,920.0,683.3,30.7,4.2,299.4,313.0,0.6,45.3,23.2,10.8,17.5,0.6,9.8,14.1
145,"Dec 15, 2017",2017-12-15,1796.4,16893.0,378.6,909.5,694.3,31.3,3.9,293.9,314.4,0.6,47.8,23.0,11.3,22.8,0.7,9.7,13.5
146,"Dec 16, 2017",2017-12-16,1861.1,17922.8,409.0,947.7,692.2,32.9,3.8,292.7,321.6,0.6,49.5,23.3,12.5,26.7,0.8,10.2,13.4
147,"Dec 17, 2017",2017-12-17,1826.7,18781.7,427.1,1002.6,700.2,33.9,3.8,305.8,330.3,0.6,55.3,24.4,13.9,29.7,0.7,10.7,13.3
148,"Dec 18, 2017",2017-12-18,1953.8,19250.8,438.4,1091.5,736.9,36.3,3.9,325.3,353.4,0.7,65.0,26.3,16.1,36.8,0.8,11.6,14.2
149,"Dec 19, 2017",2017-12-19,2288.5,18677.2,415.1,1153.2,780.5,38.2,4.5,342.4,370.0,0.8,72.0,27.5,17.4,49.7,0.8,12.0,15.0
150,"Dec 20, 2017",2017-12-20,2975.2,17838.5,393.4,1301.5,813.5,41.2,4.9,341.1,409.3,0.9,74.6,27.9,18.1,61.1,0.8,11.9,15.6
